type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.gameFramework.b.a,e,e,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.b.a->com.corrodinggames.rts.gameFramework.opengl.batch); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.opengl.batch
class,com.corrodinggames.rts.gameFramework.b.a,f,f,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.b.a->com.corrodinggames.rts.gameFramework.opengl.batch); 3 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.opengl.batch
class,com.corrodinggames.rts.gameFramework.b,x,x,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.b->com.corrodinggames.rts.gameFramework.opengl); 1 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.opengl
class,com.corrodinggames.rts.gameFramework.m,t,t,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.m->com.corrodinggames.rts.gameFramework.rendering); 1 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.rendering
class,com.corrodinggames.rts.gameFramework.utility.a,b,b,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.utility.a->com.corrodinggames.rts.gameFramework.utility.filesystem); 28 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.utility.filesystem
class,com.corrodinggames.rts.gameFramework.utility.a,c,c,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.utility.a->com.corrodinggames.rts.gameFramework.utility.filesystem); 1 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.utility.filesystem
class,com.corrodinggames.rts.java.audio.a,d,d,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.audio.a->com.corrodinggames.rts.java.audio.backend); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.audio.backend
class,com.corrodinggames.rts.java.d,b,b,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.d->com.corrodinggames.rts.java.filesystem); 4 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.filesystem
class,com.corrodinggames.rts.java.c,e,e,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 4 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,f,f,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 3 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,i,i,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 1 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,j,j,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 12 共串 J=0.857. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,k,k,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,l,l,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,m,m,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.java.c->com.corrodinggames.rts.java.input); 7 共串 J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.a.a,k,k,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.a.a->com.corrodinggames.rts.platform.net); 5 共串 J=1.0. real_pkg: com.corrodinggames.rts.platform.net
class,com.corrodinggames.rts.a.a,m,m,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.a.a->com.corrodinggames.rts.platform.net); 20 共串 J=1.0. real_pkg: com.corrodinggames.rts.platform.net
class,com.corrodinggames.rts.appFramework,r,ReplayComparator,Rule E --all03 (v19.88): import Comparator+SimpleDateFormat; 日期格式串 d MMM yyyy HH:mm:ss 等 6 共串 J=0.857. real_pkg: com.corrodinggames.rts.appFramework
class,com.corrodinggames.rts.gameFramework.b,aa,aa,Rule F 结构+包改名恒等 (v19.88): b->opengl PKG_MAP; 03 opengl/aa.java 存在. real_pkg: com.corrodinggames.rts.gameFramework.opengl
class,com.corrodinggames.rts.game.units,as,UnitTypeHandle,v19.109 javap修正: interface 抽象方法 C/w/a/d/c 指纹 (原误标UnitType)
class,com.corrodinggames.rts.game.units,y,UnitType,v19.109 javap修正: abstract class extends units.c (原缺失)
class,com.corrodinggames.rts.gameFramework,bg,StatsHandler,"v19.100: GameEngine.bY字段 h(""StatsHandler""); ""stats""子块序列化; bo统计数据类交互"
class,com.corrodinggames.rts.game.b,c,FogMapRenderer,"v19.101 agent辐射: MapEngine(b) 静态字段 al 持有; 含 b.d[][] 地图方块数组、m.e/m.y/m.ag 渲染对象、android.graphics.Rect; 字符串证据 ""map""/""re-drawTile""/""smooth fog fading""/""layerBufferSize""/""se"
class,com.corrodinggames.rts.gameFramework,br,TimeUtils,"v19.101 agent辐射: MapEngine.b.f() 中 br.b(D) 格式化耗时字符串 ""seeThoughFogOfWarTimes: X""; 类结构: 静态 a() 计时、a(long,long)->double 比率、a(double)/b(double)->String 格式化、字符串 ""ms""、构造器带 b"
class,com.corrodinggames.rts.gameFramework.j,as,PacketWriter,v19.101 agent辐射: 字段 ByteArrayOutputStream+DataOutputStream(私有 a/c); 方法族 a(int/float/double/long/String/枚举/单位/PointF/File); b(int)->Packet(au) 完成打包; j.ad.c(float) 138-2
class,com.corrodinggames.rts.gameFramework.j,au,Packet,"v19.101 agent辐射: 字段 a(j.c 解码器), b:int(类型键), c:byte[](数据), d:int, e:boolean; 构造器 au(int); j.ad.a(au)V 中 lookupswitch 按 b 分发 10/20/30/31/35 命令类型"
class,com.corrodinggames.rts.gameFramework.j,k,PacketReader,"v19.101 agent辐射: DataInputStream 读取器, 与 PacketWriter(as) 对称; 方法族 b()int/c()int/d()byte/e()boolean/f()int/g()float/h()double/i()long/j()String/v()short; 构造自 au; b.e() 中"
class,com.corrodinggames.rts.game.units,ao,MovementType,"v19.101 agent辐射: 枚举 8 值, clinit 字符串: NONE/LAND/BUILDING/AIR/WATER/HOVER/OVER_CLIFF/OVER_CLIFF_WATER; 错误信息 ""Unknown movement type"" 提示 possible type; k.k.o 字段类型, PathFin"
class,com.corrodinggames.rts.game.units.custom,as,WeaponConfig,v19.103 仲裁: implements Cloneable + 武器参数 (accuracySpread/bulletCount/cooldownTime 候选证据)
class,com.corrodinggames.rts.gameFramework.k,h,CostGrid,v19.103 仲裁: extends k.c(PathNode) + A*代价地图 (costMultiplier/blockedGrid 候选)
class,com.corrodinggames.rts.game.units.custom,bo,ResourceException,v19.103 仲裁: extends Exception + 资源参数 (resourceTypeRef/amountValue)
class,com.corrodinggames.librocket.scripts,ScriptEngine,ScriptEngine,v19.105 T0: 脚本队列处理器 + methods反射注册表 + processArg脚本表达式解析器 (420行已全读)
class,com.corrodinggames.librocket.scripts,ScriptContext,ScriptContext,v19.105 T0: 脚本上下文基类 (methods HashMap 函数注册表 + libRocket/guiEngine/scriptEngine 引用)
class,com.corrodinggames.librocket.scripts,Root,Root,v19.105 T0: 根脚本上下文 (loadReplay/loadGame/saveGame/hostStart/closePopup 等游戏操作函数集)
class,com.corrodinggames.rts.gameFramework.j,l,InputNetStream,"v19.106 agentI: 明文文本解压输入流(字节数组+GZIP可选)。T0: k.java:288 startBlockAndGetName 创建 l(byArray,bl,bl2), l.a=块名, l.c=当前流; k.java:300 日志 ""InputNetStream:endBlock"""
class,com.corrodinggames.rts.gameFramework.j,am,TeamAssignMode,"v19.106 agentI: 队伍分配模式枚举(4值)。T0: ad.java:4539-4650 b(am) 各分支: a=洗牌分2队, b=3队, c=每玩家独立队伍, d=随机队伍; 03 命名 ConnectionState 不准确"
class,com.corrodinggames.rts.gameFramework.j,ap,DosAttemptEntry,"v19.106 agentI: DOS防护每IP计数条目(ServerListener内部类)。T0: ao.java isIpAllowed 中 ap.a=InetAddress, ++ap.b 计数, >30/10/5 标记c, >300 标记d"
class,com.corrodinggames.rts.gameFramework.j,ar,NetworkUtils,"v19.106 agentI: 网络完整性工具。T0: a()=应用签名MD5(Signature.toByteArray→f.b MD5, 仅Android l.at()), a(int)=n+5; 03-deobfuscated NetworkUtils.java 方法体全同"
class,com.corrodinggames.rts.gameFramework.j,ay,SequencePacket,"v19.106 agentI: 带序号数据包(继承au, 类型175)。T0: 构造 super(175); e.java:67-80 SendWorker 按序号相等(f.l==ay.f)打包176单序号或175双序号(f.b/f.c)"
class,com.corrodinggames.rts.gameFramework.f,aq,WarLogTextEntry,v19.106 agentJ: 文本日志条目(普通/重要)。T0: ap.java a(String)创建 aq; aq.java extends au; 构造仅字符串
class,com.corrodinggames.rts.gameFramework.f,af,TextItemBase,v19.106 agentJ: 按钮富文本条目基类(持有 Paint)。T0: ae.java 布局元素基类; ag/ah/ai extends af
class,com.corrodinggames.rts.gameFramework.f,ak,LayoutRow,v19.106 agentJ: 布局行(utility.m 存储+行高 int b)。T0: ae.java 内行结构
class,com.corrodinggames.rts.gameFramework.f,ao,LagHidingEntry,v19.106 agentJ: 延迟隐藏条目。T0: an.java 内部条目类
class,com.corrodinggames.rts.gameFramework.f,h,YesNoMoreEnum,v19.106 agentJ: 按钮类型枚举 YES/NO/MORE。T0: g.java:1233 k()==a(h.b
class,com.corrodinggames.rts.gameFramework.f,z,MinimapDrawHelper,v19.106 agentJ: 小地图绘制辅助。T0: f/z.java 小地图绘制工具
class,com.corrodinggames.rts.gameFramework.f,a.a,EmptyPanel,v19.106 agentJ: 空面板(布局占位)。T0: f/a/ 子包 a 类; g.java:75 s=f.a.a 放置面板引用
class,com.corrodinggames.rts.gameFramework.f,a.b,Button,v19.106 agentJ: 基础按钮控件。T0: f/a/b.java 按钮控件
class,com.corrodinggames.rts.gameFramework.f,a.c,Position,v19.106 agentJ: 位置坐标(int x
class,com.corrodinggames.rts.gameFramework.f,a.d,Enum,v19.106 agentJ: 枚举。T0: f/a/d.java 控件枚举
class,com.corrodinggames.rts.gameFramework.f,a.e,ImageButton,v19.106 agentJ: 图片按钮(纹理+尺寸)。T0: g.java:176-181 bp..bu=f.a.e 底部栏按钮; 386行 new f.a.e(纹理
class,com.corrodinggames.rts.gameFramework.f,a.f,Panel,v19.106 agentJ: 面板容器。T0: f/a/f.java 面板
class,com.corrodinggames.rts.gameFramework.f,a.g,Panel2,v19.106 agentJ: 面板容器变体。T0: f/a/g.java 面板
class,com.corrodinggames.rts.gameFramework.f,a.h,WidgetBase,v19.106 agentJ: 控件基类(j/k/l 状态枚举)。T0: f/a/h.java 控件状态字段 j
class,com.corrodinggames.rts.gameFramework.f,a.i,Enum2,v19.106 agentJ: 控件枚举{a
class,com.corrodinggames.rts.gameFramework.f,a.j,TextButton,v19.106 agentJ: 文本按钮。T0: f/a/j.java 文本按钮控件
class,com.corrodinggames.rts.gameFramework.f,a.k,HitTest,v19.106 agentJ: 抽象命中测试。T0: f/a/k.java 抽象类
class,com.corrodinggames.rts.gameFramework.f,a.l,WidgetBase2,v19.106 agentJ: 抽象控件基类(277行)。T0: f/a/l.java 抽象控件基类
class,com.corrodinggames.rts.gameFramework.f,a.m,Enum3,v19.106 agentJ: 控件枚举。T0: f/a/m.java 枚举
class,com.corrodinggames.rts.gameFramework.f,a.n,TexturedPanel,v19.106 agentJ: 纹理面板。T0: f/a/n.java 纹理面板
class,com.corrodinggames.rts.gameFramework.d,c,HUDManager,v19.111: FFF→d.e 方法签名序列与 03 HUDManager 吻合 (b(FFF)/c(FFF)/a(FFFF)/a(FFFFI))
class,com.corrodinggames.rts.game.units,au,WeaponAction,"v19.111: 字段序 1:1 (av a/as b/a.c c/int d/float e,f/long g/am h/ab i) + convertUnitIds 字符串双验证"
class,com.corrodinggames.rts.game.units.d,j,BuilderUnit,"v19.112 javap铁证: 14字段 a(int)b(float)c,d(custom.d.b)e(custom.h)f(bool)g(as)h(PointF)i(am)j(a.c)k,l(bool)m(float)n(double) + 构造器 + a(j.as)/a(j.k) 序列化; 03 BuilderUnit 字段漂移待修 (PENDING)"
class,com.corrodinggames.librocket,a,LibRocketContext,"rule-e-fp-v19.114: 02b字符串指纹配对 (重合11, 次佳0)"
class,com.corrodinggames.librocket,b,LibRocketBridge,"rule-e-fp-v19.114: 02b字符串指纹配对 (重合31, 次佳1)"
class,com.corrodinggames.rts.game.b,g,MapLayer,"rule-e-fp-v19.114: 02b字符串指纹配对 (重合22, 次佳5)"
class,com.corrodinggames.rts.game.units,i,ActionAddCredits,"rule-e-fp-v19.114: 02b字符串指纹配对 (重合2, 次佳0)"
class,com.corrodinggames.rts.gameFramework.utility,o,DequeList,"rule-e-fp-v19.114: 02b字符串指纹配对 (重合9, 次佳7)"
class,com.corrodinggames.rts.game.units.custom,ab,ModOriginDescriptor,"string-evidence-v19.114: from mod 消息生成器 (a/b/e 名称字段, f=ModUnitRegistry 引用; 被 l=ModUnitRegistry 使用)"
class,com.corrodinggames.rts.game.units.custom,ay,CustomEffectTemplate,string-evidence-v19.114: defaultEffectTemplate/createWhenOverLiquid/spawnChance/life/imageStrip (被 ModLoader new+列表遍历)
class,com.corrodinggames.rts.game.units.custom,bl,UnitSoundResolver,string-evidence-v19.114: soundOnAttackOrder/soundOnMoveOrder/soundOnNewSelection/soundOnDeath 键解析 (被 ModLoader+CustomEffectTemplate 使用)
class,com.corrodinggames.rts.appFramework,q,ReplayFolderManager,string-evidence-v19.114: Storage:/failed to find replay folder (extends LibRocketBridge)
class,com.corrodinggames.rts.appFramework,s,StorageFolderPicker,string-evidence-v19.114: Select a Rusted Warfare Folder to use/content://com.android.externalstorage (extends LibRocketBridge)
class,com.corrodinggames.rts.game.units.custom,al,WarLogArrayEntry,body-evidence-v19.114: a()=LogicString.arrayToString (WarLogTextEntry 子类)
class,com.corrodinggames.rts.game.units.custom,am,WarLogBooleanEntry,body-evidence-v19.114: a()=read?true:false (WarLogTextEntry 子类)
class,com.corrodinggames.rts.game.units.custom,an,WarLogNumberEntry,body-evidence-v19.114: a()=f.g(readNumber) (WarLogTextEntry 子类)
class,com.corrodinggames.rts.game.units.custom,ao,WarLogStringEntry,body-evidence-v19.114: a()=readString (WarLogTextEntry 子类)
class,com.corrodinggames.rts.game.units.custom,ap,WarLogUnitEntry,body-evidence-v19.114: a()=readUnit+am.f (WarLogTextEntry 子类)
class,com.corrodinggames.rts.game.a,b,IncludeExcludeMode,enum-constants-v19.114: include/exclude
class,com.corrodinggames.rts.game.units,av,UnitOrder,enum-constants-v19.114: move/attack/build/repair/loadInto/unloadAt/reclaim/attackMove/loadUp/patrol/guard/guardAt
class,com.corrodinggames.rts.game.units.custom,ah,ModLoadPhase,enum-constants-v19.114: imageLoad/soundLoad/iniParse/unitParse/iniOpen/actionParse/unitParsePartA/B
class,com.corrodinggames.rts.game.units.custom.a,e,AutoFireMode,enum-constants-v19.114: auto/disabled/upgrade/movementChange/sameAsBuilding/launch/launchAmmo
class,com.corrodinggames.rts.game.units.custom.a,f,UnitBuildMode,enum-constants-v19.114: build/convert/none
class,com.corrodinggames.rts.game.units.custom.e,b,SeparatorType,enum-constants-v19.114: none/space/comma
class,com.corrodinggames.rts.gameFramework.f.a,d,MouseEventType,enum-constants-v19.114: mouseMove/mouseClick/mouseUp/mouseDown
class,com.corrodinggames.rts.gameFramework.f.a,i,WidgetState,enum-constants-v19.114: normal/hovered
class,com.corrodinggames.rts.gameFramework.f.a,m,ScrollDirection,enum-constants-v19.114: none/vertical/horizontal
class,com.corrodinggames.rts.gameFramework.g,c,StatsGrouping,enum-constants-v19.114: player/allyGroup/combinedPlayerAndGroup
class,com.corrodinggames.rts.gameFramework.g,f,StatisticType,enum-constants-v19.114: none/income/armyValue/buildingValue/totalValue/credits
class,com.corrodinggames.rts.gameFramework.j,m,SyncLogLevel,enum-constants-v19.114: expected/warn
class,com.corrodinggames.rts.gameFramework.m,d,ShapeType,enum-constants-v19.114: Normal/Rect
class,com.corrodinggames.rts.game.units.custom,aq,WarLogEntryFactory,body-evidence-v19.114: 工厂方法 a(LogicBoolean) 按 ReturnType 分派创建 an/ao/ap/al/am 5 种条目
class,com.corrodinggames.rts.game.units.custom,ar,WarLogStaticEntry,body-evidence-v19.114: a(unit) 返回固定字符串字段 (extends WarLogTextEntry 家族)
class,com.corrodinggames.rts.game.units.custom,av,LogicWriterOperation,"body-evidence-v19.114: writeToUnit + Operator 字段 + ""Cannot change data on non custom unit"" 错误消息"
class,com.corrodinggames.rts.game.units.f,c,UnitGeoIndex,string-evidence-v19.114: updateUnitGeoIndex: areaList not active
class,com.corrodinggames.rts.gameFramework.n.a,b,TeamTagCondition,string-evidence-v19.114: teamTagDetect requires a team set/tag set (aicore 条件)
class,com.corrodinggames.rts.gameFramework.n.a,c,UnitTypeCondition,string-evidence-v19.114: Cound not find unitType (aicore 条件)
class,com.corrodinggames.rts.game.units.custom,be,RuleGroupValidator,string-evidence-v19.114: anyRuleInGroup: No other rule with this same group name found
class,com.corrodinggames.rts.game.units.custom,bg,PlacementRuleValidator,string-evidence-v19.114: Cannot use aiSuggestionOnly and blocksPlacement at the same time
class,com.corrodinggames.rts.game.units.custom,bi,UnitListParser,string-evidence-v19.114: ProjectileList: Unknown parameter/Too many units/UnitList
class,com.corrodinggames.rts.game.units.custom,bp,TeamRuleValidator,string-evidence-v19.114: Cannot set aggressiveTeam and neutralTeam at same time
class,com.corrodinggames.rts.game.units.custom,aa,ModFileWatcher,string-evidence-v19.114: Failed to watch:
class,com.corrodinggames.rts.game.units.custom,aj,LocalizedTextParser,string-evidence-v19.114: parsing/NOT CLOSED/NO DEFAULT TEXT FOUND
