jar_fqn,status,file_03
com.corrodinggames.rts.gameFramework.n.d,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/MissionExecutor.java
com.corrodinggames.rts.gameFramework.n.e,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/MissionEvent.java
com.corrodinggames.rts.gameFramework.n.e$1,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$10,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$11,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$2,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$3,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$4,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$5,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$6,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$7,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$8,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.e$9,inner-via-outer,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.n.f,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AIWaveSystem.java
com.corrodinggames.rts.gameFramework.n.g,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AIWaveParser.java
com.corrodinggames.rts.gameFramework.n.h,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AIDifficulty.java
com.corrodinggames.rts.gameFramework.n.i,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AISpawnList.java
com.corrodinggames.rts.gameFramework.n.j,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/SpawnEntry.java
com.corrodinggames.rts.gameFramework.n.k,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/SpawnWeight.java
com.corrodinggames.rts.gameFramework.n.l,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/TargetFilter.java
com.corrodinggames.rts.gameFramework.n.m,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/TaskStatus.java
com.corrodinggames.rts.gameFramework.o,semantic-hit,com/corrodinggames/rts/gameFramework/KeyCodeMapper.java
com.corrodinggames.rts.gameFramework.o.a,semantic-hit,com/corrodinggames/rts/gameFramework/steamworks/SteamEngine.java
com.corrodinggames.rts.gameFramework.p,semantic-hit,com/corrodinggames/rts/gameFramework/AssetLoader.java
com.corrodinggames.rts.gameFramework.q,semantic-hit,com/corrodinggames/rts/gameFramework/GameTimerScheduler.java
com.corrodinggames.rts.gameFramework.r,semantic-hit,com/corrodinggames/rts/gameFramework/VersionInfo.java
com.corrodinggames.rts.gameFramework.s,obf-hit,com/corrodinggames/rts/appFramework/s.java
com.corrodinggames.rts.gameFramework.t,semantic-hit,com/corrodinggames/rts/gameFramework/ThreadPool.java
com.corrodinggames.rts.gameFramework.u,semantic-hit,com/corrodinggames/rts/gameFramework/ResourceDomainEnum.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes,obf-hit,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$AndroidCodes,obf-inner,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$AndroidCodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$GdxCodes,obf-inner,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$GdxCodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$LibrocketKeys,obf-inner,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$LibrocketKeys.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$MissingKey,obf-inner,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$MissingKey.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$SlickCodes,obf-inner,com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$SlickCodes.java
com.corrodinggames.rts.gameFramework.utility.a,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRError.java
com.corrodinggames.rts.gameFramework.utility.a$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRError$1.java
com.corrodinggames.rts.gameFramework.utility.a.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.gameFramework.utility.a.b,obf-hit,com/corrodinggames/rts/game/units/custom/actions/b.java
com.corrodinggames.rts.gameFramework.utility.a.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.gameFramework.utility.aa,semantic-hit,com/corrodinggames/rts/gameFramework/utility/TextDrawEntry.java
com.corrodinggames.rts.gameFramework.utility.ab,obf-hit,com/corrodinggames/rts/game/units/custom/ab.java
com.corrodinggames.rts.gameFramework.utility.ac,semantic-hit,com/corrodinggames/rts/gameFramework/utility/KeyValue.java
com.corrodinggames.rts.gameFramework.utility.ad,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/ObjectPool.java
com.corrodinggames.rts.gameFramework.utility.ae,obf-hit,com/corrodinggames/rts/game/units/custom/ae.java
com.corrodinggames.rts.gameFramework.utility.af,obf-hit,com/corrodinggames/rts/game/units/custom/af.java
com.corrodinggames.rts.gameFramework.utility.ag,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetworkException.java
com.corrodinggames.rts.gameFramework.utility.ag$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/NetworkException$1.java
com.corrodinggames.rts.gameFramework.utility.ah,obf-hit,com/corrodinggames/rts/game/units/custom/ah.java
com.corrodinggames.rts.gameFramework.utility.ai,obf-hit,com/corrodinggames/rts/game/units/custom/ai.java
com.corrodinggames.rts.gameFramework.utility.aj,obf-hit,com/corrodinggames/rts/game/units/custom/aj.java
com.corrodinggames.rts.gameFramework.utility.ak,obf-hit,com/corrodinggames/rts/game/units/custom/ak.java
com.corrodinggames.rts.gameFramework.utility.al,obf-hit,com/corrodinggames/rts/game/units/custom/al.java
com.corrodinggames.rts.gameFramework.utility.am,obf-hit,com/corrodinggames/rts/game/units/custom/am.java
com.corrodinggames.rts.gameFramework.utility.b,semantic-hit,com/corrodinggames/rts/gameFramework/utility/StackTraceEntry.java
com.corrodinggames.rts.gameFramework.utility.c,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRThrowable.java
com.corrodinggames.rts.gameFramework.utility.d,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRWatchdog.java
com.corrodinggames.rts.gameFramework.utility.d$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRWatchdog$1.java
com.corrodinggames.rts.gameFramework.utility.d$2,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRWatchdog$2.java
com.corrodinggames.rts.gameFramework.utility.d$3,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ANRWatchdog$3.java
com.corrodinggames.rts.gameFramework.utility.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.utility.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.gameFramework.utility.g,semantic-hit,com/corrodinggames/rts/gameFramework/utility/RingBuffer.java
com.corrodinggames.rts.gameFramework.utility.g$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/RingBuffer$1.java
com.corrodinggames.rts.gameFramework.utility.h,semantic-hit,com/corrodinggames/rts/gameFramework/utility/RingBufferIterator.java
com.corrodinggames.rts.gameFramework.utility.i,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/i.java
com.corrodinggames.rts.gameFramework.utility.i$1,obf-inner,com/corrodinggames/rts/gameFramework/utility/i$1.java
com.corrodinggames.rts.gameFramework.utility.j,semantic-hit,com/corrodinggames/rts/gameFramework/utility/AssetStream.java
com.corrodinggames.rts.gameFramework.utility.k,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/k.java
com.corrodinggames.rts.gameFramework.utility.l,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/l.java
com.corrodinggames.rts.gameFramework.utility.m,semantic-hit,com/corrodinggames/rts/gameFramework/utility/CustomArrayList.java
com.corrodinggames.rts.gameFramework.utility.m$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/CustomArrayList$1.java
com.corrodinggames.rts.gameFramework.utility.n,semantic-hit,com/corrodinggames/rts/gameFramework/utility/CustomArrayListIterator.java
com.corrodinggames.rts.gameFramework.utility.o,semantic-hit,com/corrodinggames/rts/gameFramework/utility/DequeList.java
com.corrodinggames.rts.gameFramework.utility.o$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/DequeList$1.java
com.corrodinggames.rts.gameFramework.utility.p,semantic-hit,com/corrodinggames/rts/gameFramework/utility/DequeListIterator.java
com.corrodinggames.rts.gameFramework.utility.q,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ResultState.java
com.corrodinggames.rts.gameFramework.utility.r,semantic-hit,com/corrodinggames/rts/gameFramework/utility/Result.java
com.corrodinggames.rts.gameFramework.utility.s,semantic-hit,com/corrodinggames/rts/gameFramework/utility/TypedObjectList.java
com.corrodinggames.rts.gameFramework.utility.s$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/TypedObjectList$1.java
com.corrodinggames.rts.gameFramework.utility.t,semantic-hit,com/corrodinggames/rts/gameFramework/utility/TypedObjectListIterator.java
com.corrodinggames.rts.gameFramework.utility.u,semantic-hit,com/corrodinggames/rts/game/units/UnitRegistry.java
com.corrodinggames.rts.gameFramework.utility.u$1,semantic-hit,com/corrodinggames/rts/gameFramework/utility/UnitRegistry$1.java
com.corrodinggames.rts.gameFramework.utility.v,semantic-hit,com/corrodinggames/rts/gameFramework/utility/UnitRegistryIterator.java
com.corrodinggames.rts.gameFramework.utility.w,semantic-hit,com/corrodinggames/rts/gameFramework/utility/ByteArrayStream.java
com.corrodinggames.rts.gameFramework.utility.x,semantic-hit,com/corrodinggames/rts/gameFramework/utility/EmptyArrays.java
com.corrodinggames.rts.gameFramework.utility.y,semantic-hit,com/corrodinggames/rts/gameFramework/utility/PathfindingUtils.java
com.corrodinggames.rts.gameFramework.utility.z,semantic-hit,com/corrodinggames/rts/gameFramework/utility/PaintStyleEntry.java
com.corrodinggames.rts.gameFramework.v,semantic-hit,com/corrodinggames/rts/gameFramework/GameEngineFactory.java
com.corrodinggames.rts.gameFramework.w,semantic-hit,com/corrodinggames/rts/gameFramework/GameObject.java
com.corrodinggames.rts.gameFramework.x,semantic-hit,com/corrodinggames/rts/gameFramework/GameObjectComparator.java
com.corrodinggames.rts.gameFramework.y,semantic-hit,com/corrodinggames/rts/gameFramework/GameSaver.java
com.corrodinggames.rts.gameFramework.z,semantic-hit,com/corrodinggames/rts/gameFramework/GameThread.java
com.corrodinggames.rts.java.Main,semantic-hit,com/corrodinggames/rts/java/GameLauncher.java
com.corrodinggames.rts.java.Main$1,semantic-hit,com/corrodinggames/rts/java/GameLauncher$1.java
com.corrodinggames.rts.java.Main$2,semantic-hit,com/corrodinggames/rts/java/GameLauncher$2.java
com.corrodinggames.rts.java.Main$3,semantic-hit,com/corrodinggames/rts/java/GameLauncher$3.java
com.corrodinggames.rts.java.Main$4,semantic-hit,com/corrodinggames/rts/java/GameLauncher$4.java
com.corrodinggames.rts.java.a,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TextureProxy.java
com.corrodinggames.rts.java.a.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.java.audio.Audio,obf-hit,com/corrodinggames/rts/java/audio/Audio.java
com.corrodinggames.rts.java.audio.AudioDevice,obf-hit,com/corrodinggames/rts/java/audio/AudioDevice.java
com.corrodinggames.rts.java.audio.AudioRecorder,obf-hit,com/corrodinggames/rts/java/audio/AudioRecorder.java
com.corrodinggames.rts.java.audio.Music,obf-hit,com/corrodinggames/rts/java/audio/Music.java
com.corrodinggames.rts.java.audio.Music$OnCompletionListener,obf-inner,com/corrodinggames/rts/java/audio/Music$OnCompletionListener.java
com.corrodinggames.rts.java.audio.Sound,obf-hit,com/corrodinggames/rts/gameFramework/platform/Sound.java
com.corrodinggames.rts.java.audio.a.a,semantic-hit,com/corrodinggames/rts/java/audio/backend/AudioSourceBase.java
com.corrodinggames.rts.java.audio.a.b,semantic-hit,com/corrodinggames/rts/java/audio/backend/AudioClip.java
com.corrodinggames.rts.java.audio.a.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.java.audio.a.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.java.audio.a.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.java.audio.a.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.java.audio.a.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.java.audio.a.h,obf-hit,com/corrodinggames/rts/game/units/commands/slots/h.java
com.corrodinggames.rts.java.audio.a.i,semantic-hit,com/corrodinggames/rts/java/audio/backend/AudioManager.java
com.corrodinggames.rts.java.audio.a.j,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/j.java
com.corrodinggames.rts.java.audio.a.k,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/k.java
com.corrodinggames.rts.java.audio.a.l,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/l.java
com.corrodinggames.rts.java.audio.a.m,obf-hit,com/corrodinggames/rts/gameFramework/ui/panels/m.java
com.corrodinggames.rts.java.audio.a.n,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.java.audio.a.o,obf-hit,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.java.audio.a.p,obf-hit,com/corrodinggames/rts/appFramework/p.java
com.corrodinggames.rts.java.audio.a.q,obf-hit,com/corrodinggames/rts/appFramework/q.java
com.corrodinggames.rts.java.audio.a.r,obf-hit,com/corrodinggames/rts/r.java
com.corrodinggames.rts.java.audio.a.s,obf-hit,com/corrodinggames/rts/appFramework/s.java
com.corrodinggames.rts.java.audio.a.t,obf-hit,com/corrodinggames/rts/gameFramework/rendering/t.java
com.corrodinggames.rts.java.audio.lwjgl.JavaSoundAudioRecorder,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/JavaSoundAudioRecorder.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/Ogg.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$Music,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Ogg$Music.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$MusicWithThreadedLoader,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Ogg$MusicWithThreadedLoader.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$Sound,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Ogg$Sound.java
com.corrodinggames.rts.java.audio.lwjgl.OggInputStream,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/OggInputStream.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio$1,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio$1.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio$2,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio$2.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudioDevice,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALMusic,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALSound,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/OpenALSound.java
com.corrodinggames.rts.java.audio.lwjgl.ThreadedWrappingAudioInputStream,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream.java
com.corrodinggames.rts.java.audio.lwjgl.Wav,obf-hit,com/corrodinggames/rts/java/audio/lwjgl/Wav.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$Music,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Wav$Music.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$Sound,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Wav$Sound.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$WavInputStream,obf-inner,com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream.java
com.corrodinggames.rts.java.b,semantic-hit,com/corrodinggames/rts/java/GameWindow.java
com.corrodinggames.rts.java.b.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.java.c,semantic-hit,com/corrodinggames/rts/java/DisplayMessagePump.java
com.corrodinggames.rts.java.c.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.java.c.a$1,semantic-hit,com/corrodinggames/rts/game/units/weapons/SAFFileManager$1.java
com.corrodinggames.rts.java.c.b,semantic-hit,com/corrodinggames/rts/java/input/SteamManager.java
com.corrodinggames.rts.java.c.b$1,semantic-hit,com/corrodinggames/rts/java/input/SteamManager$1.java
com.corrodinggames.rts.java.c.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.java.c.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.java.c.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.java.c.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.java.c.g,semantic-hit,com/corrodinggames/rts/java/input/SteamWorkshop.java
com.corrodinggames.rts.java.c.h,obf-hit,com/corrodinggames/rts/game/units/commands/slots/h.java
com.corrodinggames.rts.java.c.i,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/i.java
com.corrodinggames.rts.java.c.j,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/j.java
com.corrodinggames.rts.java.c.k,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/k.java
